漢字,異体字
紆,䊸
紆,纡
紂,纣
紕,纰
紜,纭
絅,䌹
紿,绐
紿,緿
絆,绊
紵,纻
紮,紥
紲,絏
紲,绁
絎,绗
絨,绒
絏,紲
絏,绁
綏,绥
綉,繍
綉,繡
綉,绣
絛,縧
絛,绦
綺,绮
綵,䌽
緇,䊷
緇,缁
緇,䌶
綽,绰
綣,绻
綸,纶
綯,绹
綰,绾
綫,線
綫,线
綫,缐
緞,縀
緞,缎
緘,缄
緲,缈
緝,缉
緡,緍
緡,缗
縟,缛
縊,缢
縉,縉
縉,缙
縻,䌕
繆,缪
縹,缥
縵,𦆅
縵,缦
縲,纝
縲,缧
縷,缕
繚,缭
繞,绕
繹,绎
繽,缤
纃,緕
辮,辫
纈,缬
纓,䋝
纓,缨
纜,䌫
纜,缆
骭,䯎
髏,髅
髏,䫫
犖,荦
犢,㸿
犢,犊
酣,佄
酥,䜹
酩,佲
醵,䣰
馥,䫝
聆,䠲
聳,耸
聶,聂
瓷,甆
瓷,珁
甃,㼙
甌,瓯
牘,牍
艙,舱
艤,舣
艪,艣
艫,舮
艫,舻
炙,熫
炙,䏑
炒,㶤
烝,㷥
烽,㶻
煥,烉
煥,焕
煌,䪄
煬,炀
煖,煗
熬,䵅
熹,熺
熾,炽
燎,尞
燼,烬
爍,烁
爛,爤
爛,烂
訖,讫
訌,讧
訐,讦
訛,譌
訛,讹
訥,讷
詛,诅
訶,诃
詁,诂
詆,呧
詆,诋
詒,诒
詭,诡
詢,询
誄,䛶
誄,诔
詬,訽
詬,诟
誅,诛
誨,诲
誡,䛺
誡,诫
誣,誈
誣,诬
誦,诵
誚,诮
誑,诳
諄,谆
諍,诤
諂,讇
諂,谄
諤,谔
諢,诨
謔,谑
諳,谙
諷,讽
謐,谧
謗,谤
謖,谡
謾,谩
謾,㗄
謳,𧦅
謳,讴
謫,讁
謫,谪
謨,謩
謨,谟
譌,訛
譌,讹
譏,讥
譎,谲
譫,谵
讌,䜩
讖,䜟
讖,谶
讒,䜛
讒,谗
鬩,䦧
鬩,阋
鬮,䰗
鬮,䦰
鬮,阄
裙,裠
裙,帬
裘,𣰐
裹,褁
裴,裵
褌,裩
褌,裈
褸,褛
褻,䙝
褻,亵
襄,㐮
襠,裆
襤,繿
襤,褴
襤,䍀
襯,衬
襴,襽
襴,襕
襷,𧜎
躬,躳
躱,躲
軈,軅
鞋,鞵
犲,豺
狢,貉
狢,貈
猊,貎
倏,倐
猗,䝝
猴,㺅
猯,貒
獏,貘
獪,狯
獰,狞
獺,㺚
獺,獭
羌,羗
羌,猐
羔,羙
羹,羮
羶,羴
頏,颃
頌,颂
頡,颉
頷,颔
顆,颗
顫,颤
顰,颦
顱,髗
顱,颅
顴,颧
顳,颞
眄,䀎
睨,𥆩
睨,𧡎
睥,睤
睥,䁹
睹,覩
瞠,憆
瞞,𥈞
瞞,瞒
瞼,𥇥
瞼,睑
矚,瞩
阨,阸
陜,陕
陝,陕
陟,徏
陞,阩
隕,陨
隴,𨻫
隴,陇
邨,村
郤,郄
鄲,郸
疣,肬
疥,㿍
痙,痉
痞,脴
瘁,疩
瘧,疟
瘋,疯
瘤,癅
瘡,疮
瘻,瘘
癇,癎
癇,痫
癆,痨
癈,㾱
癘,疠
癧,疬
癩,癞
癬,癣
癰,癕
癰,㿈
癰,痈
癲,癫
粢,秶
粤,粵
粳,稉
粳,秔
粽,糉
粽,糭
糯,糥
糯,穤
糯,稬
糲,䊪
糴,籴
糶,粜
饕,䬭
歿,殁
殞,殒
殤,殇
殫,殚
殯,殡
艾,𦫿
艾,㘷
茲,茊
茲,兹
茲,𦱳
茘,荔
莚,葕
莢,荚
莅,蒞
菴,葊
萍,䓑
菫,蓳
萼,蕚
葷,荤
萸,茰
萵,莴
蔘,薓
蕘,荛
蕕,莸
蕁,荨
薊,蓟
蕷,蓣
薔,蔷
薑,䕬
薈,荟
蕭,䔥
蕭,萧
薺,萕
薺,荠
藕,㒖
蘊,蕴
蘢,茏
藺,蔺
蘋,薲
蘚,藓
蘿,萝
畚,奙
疆,畺
疆,壃
疆,疅
覓,覔
覓,觅
覘,觇
覡,觋
覩,睹
覬,觊
覿,觌
鬻,俼
鬻,㣃
皎,賋
皖,晥
皚,皑
豺,犲
貂,鼦
貊,貃
貉,狢
貉,貈
貎,猊
貘,獏
耋,耊
貽,贻
賈,贾
貶,贬
貲,赀
賚,赉
賻,赙
賽,赛
賺,赚
贄,贽
贅,赘
贇,赟
贍,赡
贔,赑
贐,賮
贐,䝲
贐,赆
贓,賍
贓,赃
贓,贜
贓,賘
贖,赎
秣,䬴
稈,秆
穢,秽
穡,穑
穡,穯
盍,盇
盞,盏
盞,𥁫
盧,卢
盥,泴
趁,趂
趙,赵
舐,䑛
舐,舓
艱,囏
艱,艰
觴,觞
罕,䍐
羃,冪
羆,罴
羇,覉
羈,覊
羈,羁
皰,䶌
皺,皱
穹,宆
窩,窝
窶,窭
竅,䆻
竅,窍
竄,䞼
竄,窜
竇,窦
矜,㥤
舂,㫪
舂,𣇃
衄,衂
衄,䘐
臧,𠗱
豈,岂
豢,㹖
谿,嵠
谿,𧮾
竸,競
竸,竞
冩,写
冩,寫
冩,㝍
刄,刃
卆,卒
卆,䘚
冨,富
驫,骉
鐡,鉄
鐡,鐵
鐡,銕
鐡,䥫
鐡,铁
躰,体
躰,體
躰,軆
躰,骵
躰,𩪆
赱,走
赱,㞫
椢,槶
琿,珲
珱,瓔
珱,璎
鼡,鼠
鼡,䑕
鳫,鴈
鳫,雁
斈,学
斈,學
巛,川
迯,逃
逹,達
鰲,鼇
鰲,鳌
潁,颍
攵,攴
攴,攵
寉,隺
亊,事
亊,叓
亊,㕝
从,従
从,從
从,𨑹
凉,涼
舩,船
舮,艫
舮,舻
瀘,泸
亰,京
冂,冋
囘,回
囘,囬
邉,辺
邉,邊
邉,边
曵,曳
决,決
冰,氷
况,況
劔,剣
劔,劍
劔,劎
劔,劒
劔,剱
劔,釼
劔,釰
劔,𠝏
劔,剑
劒,剣
劒,劍
劒,劎
劒,劔
劒,剱
劒,釼
劒,釰
劒,𠝏
劒,剑
剱,剣
剱,劍
剱,劎
剱,劔
剱,劒
剱,釼
剱,釰
剱,𠝏
剱,剑
弃,棄
鵐,鹀
鷏,鷆
餝,飾
餝,饰
餝,餙
徃,往
悳,徳
悳,德
悳,㥁
悳,恴
悳,惪
悳,𢛳
繿,襤
繿,褴
繿,䍀
皷,鼓
皷,鼔
皷,皼
聹,聍
籘,籐
籏,簱
皃,貌
皃,䫉
皃,㒵
皈,帰
皈,歸
皈,㱕
皈,𡚖
皈,归
皈,䢜
疂,畳
疂,疊
疂,疉
疂,叠
疂,曡
疉,畳
疉,疊
疉,疂
疉,叠
疉,曡
榿,桤
楙,枆
楙,㮊
楙,柕
槞,櫳
槞,㰍
槞,栊
攜,携
攜,㩦
攜,擕
攜,㩗
愽,博
尓,爾
尓,尒
尓,尔
墺,圫
貍,狸
貔,豼
釖,刀
釡,釜
歹,歺
絋,纊
絋,纩
緜,綿
緜,㮌
緜,绵
杤,栃
枩,松
枩,枀
枩,柗
枩,梥
枩,㮤
枩,庺
枦,櫨
枦,栌
汳,汴
渊,淵
渊,渕
渊,渆
渊,㴊
渊,㶜
渊,囦
渊,渁
菷,帚
釼,剣
釼,劍
釼,劎
釼,劔
釼,劒
釼,剱
釼,釰
釼,𠝏
釼,剑
鈬,鐸
鈬,铎
鉚,𨥫
鉚,铆
甼,町
畄,留
畄,畱
畄,㽞
畍,界
畊,耕
畆,畝
畆,畒
畆,畞
畆,㽗
畆,畮
畆,𤰖
畆,亩
爼,俎
恠,怪
愡,憁
埀,垂
埓,埒
旙,旛
蘓,蘇
蘓,苏
蓚,蓨
岷,崏
岷,㟭
岷,㞶
岷,㟩
岷,渂
鈩,鑪
鑁,錽
鏥,銹
鏥,锈
尢,尣
彑,彐
网,冈
乕,虎
乕,虝
軣,轟
軣,轰
逶,㣦
咼,呙
噐,器
噐,器
刧,劫
刧,刦
刧,刼
辧,弁
辧,辨
栢,柏
碕,𥔎
迩,邇
侭,儘
夘,卯
夘,戼
凖,準
埣,𡉻
塲,場
塲,场
塲,㘯
塢,坞
嶌,島
嶌,嶋
嶌,嶹
嶌,㠀
嶌,岛
崗,岗
嵜,崎
嵜,㟢
嵜,﨑
憙,憘
憇,憩
緕,纃
纎,纖
纎,繊
纎,纤
箟,箘
箟,䇹
篏,嵌
踈,疎
档,檔
寳,宝
寳,寶
寳,寚
寳,珤
寳,靌
寳,㻄
稾,稿
穉,稚
穉,稺
穉,䄺
穉,䆈
欟,𣠤
壗,𡋤
梦,夢
梦,夣
梦,㝱
竒,奇
奩,匳
奩,籢
奩,匲
奩,奁
侫,佞
尅,剋
帋,紙
帋,纸
幤,幣
廰,庁
廰,厅
廰,厛
廰,廳
廰,㕔
舉,挙
舉,擧
舉,举
舉,㪯
敘,叙
敘,敍
旡,㒫
暎,映
朖,朗
朖,朗
棡,㭎
榲,榅
樢,㭤
櫞,橼
毓,育
渤,㴾
澀,渋
澀,澁
澀,歮
澀,涩
濳,潜
濳,潛
澑,溜
犹,猶
獎,奨
獎,奬
獎,㢡
獎,奖
珎,珍
珎,鉁
甞,嘗
甞,尝
畧,略
盖,蓋
盖,葢
睿,叡
睿,壡
睿,㲊
瞶,瞆
碯,瑙
窗,窓
窗,窻
窗,䆫
窗,牕
窗,牎
窰,窯
窰,窑
粮,糧
罸,罰
罸,罚
羣,群
羣,䭽
羮,羹
譱,善
耻,恥
冐,冒
脉,脈
脉,衇
膓,腸
膓,肠
膸,髄
膸,髓
膸,䯝
萇,苌
蔆,菱
蔆,䔖
蕚,萼
衂,衄
衂,䘐
袁,𡊮
袁,𡋡
覊,羈
覊,羁
觧,解
豬,猪
豬,猪
豼,貔
貭,質
貭,儨
貭,质
貮,弐
貮,貳
貮,贰
貮,㒃
賍,贓
賍,赃
賍,贜
賍,賘
軆,体
軆,體
軆,躰
軆,骵
軆,𩪆
鄰,隣
鄰,厸
鄰,邻
閇,閉
閇,闭
閠,閏
閠,䦞
閠,闰
陦,隯
隲,騭
隲,骘
飃,飄
飃,飘
弎,三
擤,㨘
剝,剥
塡,填
鸖,鶴
鸖,䳽
鸖,鶴
鸖,鹤
灩,灎
灩,灔
灩,灧
灩,滟
灎,灩
灎,灔
灎,灧
灎,滟
灔,灩
灔,灎
灔,灧
灔,滟
籲,龥
龥,籲
黱,黛
黿,鼋
鼂,鼌
鼃,䵷
䵷,鼃
鼅,䵹
䵹,鼅
鼉,鼍
龞,鼈
龞,鱉
龞,鳖
鱉,鼈
鱉,龞
鱉,鳖
鼑,鼎
鼑,㫀
鼖,䩿
䩿,鼖
丅,下
丄,上
馯,駻
丒,丑
㐀,丘
㐀,坵
㐀,丠
㐀,㘳
坵,丘
坵,㐀
坵,丠
坵,㘳
卋,世
卋,丗
卋,㔺
丟,丢
丟,厾
两,両
两,兩
两,㒳
傡,並
傡,竝
㞢,之
乄,〆
〆,乄
镹,久
镹,乆
乆,久
乆,镹
鼔,鼓
鼔,皷
鼔,皼
鼢,𪖅
䰛,㽁
㽁,䰛
俼,鬻
俼,㣃
齅,嗅
齅,㗜
齇,齄
齄,齇
斊,斉
斊,齊
斊,亝
斊,齐
斊,䄢
亝,斉
亝,齊
亝,斊
亝,齐
亝,䄢
斋,斎
斋,齋
斋,㪰
斋,夈
斋,䬩
虀,齏
虀,韲
虀,䪡
虀,䪠
虀,䪣
虀,齑
虀,䪢
䪡,齏
䪡,韲
䪡,虀
䪡,䪠
䪡,䪣
䪡,齑
䪡,䪢
齕,龁
齗,龂
齞,齴
齴,齞
龒,竜
龒,龍
龒,㡣
龒,龙
龐,庞
龐,龎
龐,厐
龎,厐
龎,龐
龎,庞
龑,䶮
龔,龚
龣,觮
椉,乗
椉,乘
乹,乾
乹,亁
乹,漧
亁,乾
亁,乹
亁,漧
叓,事
叓,亊
叓,㕝
㕝,事
㕝,亊
㕝,叓
亏,于
亏,亐
亐,于
亐,亏
馹,驲
馱,駄
馱,驮
馱,䭾
駔,驵
兦,亡
兦,亾
亾,亡
亾,兦
巟,㠩
亯,享
駞,駝
駞,驼
駙,䮛
駙,驸
駰,骃
騂,骍
駵,騮
駵,骝
駵,驑
駵,駠
駵,𩥖
騮,駵
騮,驑
騮,駠
騮,𩥖
騮,骝
驑,駵
驑,騮
驑,𩥖
驑,骝
驑,駠
駠,駵
駠,騮
駠,𩥖
駠,骝
駠,驑
騐,験
騐,驗
騐,验
騧,䯄
騤,骙
騣,騌
騣,骔
騌,騣
騌,骔
騖,骛
騭,骘
騭,隲
騶,驺
驁,骜
驄,騘
驄,骢
騘,驄
騘,骢
驇,騺
騺,驇
驘,騾
驘,骡
驈,䮇
驊,骅
驎,䮼
驌,骕
馿,驢
馿,驴
蘎,驥
蘎,龮
蘎,𩦸
蘎,骥
驦,骦
骪,骫
骫,骪
骬,𩨗
䯊,胢
髕,臏
髕,髌
髕,膑
臏,髕
臏,髌
臏,膑
髖,髋
髙,高
髡,髠
髡,髨
髠,髡
髠,髨
髨,髡
髨,髠
頾,髭
髳,䟥
髹,髤
髹,䰍
髤,髹
髤,䰍
髼,鬔
鬔,髼
鬜,鬝
髩,鬢
髩,鬂
髩,鬓
鬂,鬢
鬂,髩
鬂,鬓
鬛,鬣
鬛,㲱
㲱,鬣
㲱,鬛
䦧,鬩
䦧,阋
䰗,鬮
䰗,䦰
䰗,阄
䦰,鬮
䦰,䰗
䦰,阄
鬹,鬶
鬽,魅
鬽,䰨
䰟,魂
魊,䰥
䰥,魊
魛,鱽
魨,鲀
魷,鱿
鮏,鯹
鯹,鮏
鮐,鲐
鮊,鲌
鮁,鲅
鮍,鲏
鮋,鲉
鮣,䲟
鮚,鲒
䱎,䱍
䱎,䱭
䱍,䱎
䱍,䱭
䱭,䱎
䱭,䱍
䲛,鯍
䱈,鮨
鮆,鱭
鮆,鲚
鱭,鮆
鱭,鲚
鮞,鲕
鮦,鲖
鯇,鲩
鯁,鲠
鮌,鯀
鮌,鲧
鯋,鯊
鯋,鲨
鮺,鲝
鮾,鯘
鯘,鮾
䵑,䵒
䵒,䵑
鯕,鲯
鯝,鲴
鯧,鲳
鯧,䱽
鯧,䲝
䱽,䲝
䱽,鯧
䱽,鲳
鯗,鮝
鯗,鲞
鮝,鯗
鮝,鲞
鯯,䱥
鯯,䱨
䱥,鯯
䱥,䱨
鯫,鲰
鮉,鯛
鮉,鲷
鯪,鲮
鯽,鲫
鰂,鲗
鯷,鳀
鰏,鲾
鯿,鳊
鰜,鳒
鰣,鲥
鰠,鳋
鰧,䲍
鰨,鮙
鰨,鳎
鰟,鳑
鰩,鳐
䲁,鳚
鰼,鳛
鱂,鳉
鰷,䱔
鰷,鲦
䱔,鰷
䱔,鲦
鰵,䲄
鰵,鳘
鱅,鳙
鰱,鲢
鰳,鳓
鱖,鳜
鱘,鲟
鱓,䱇
䱇,鱓
鱔,䱧
鱔,鳝
鱤,鳡
鱟,鲎
鱪,鱰
鱰,鱪
鱣,鳣
鱝,鲼
鱯,鳠
鱨,鲿
鱷,鰐
鱷,鳄
魲,鱸
魲,鲈
鱺,鲡
鳲,鸤
鳾,䴓
鴞,鸮
鴝,鸲
鴰,鸹
鵂,鸺
䧻,鴿
䧻,鸽
鴴,鸻
鴯,鸸
鶓,鹋
鶘,鹕
鵃,鸼
鴷,䴕
䳘,鵝
䳘,鹅
䳘,鵞
鵔,鵕
鵕,鵔
鵓,鹁
鵒,鹆
鵪,鶕
鵪,䨄
鵪,鹌
鶕,鵪
鶕,䨄
鶕,鹌
䨄,鵪
䨄,鶕
䨄,鹌
鵷,鹓
鶵,雛
鶵,雏
鶾,𪂂
雞,鶏
雞,鷄
雞,𨿸
鶂,鶃
鶃,鶂
鶊,鹒
鵾,鹍
䧿,鵲
䧿,鹊
鶄,䴖
鵰,雕
鶡,鹖
鶖,鹙
鶒,鷘
鸂,䳶
鸂,㶉
鷘,鶒
鶥,鹛
鷃,䨃
鸎,鴬
鸎,鶯
鸎,鷪
鸎,鸴
鸎,莺
鷊,鹝
鶼,鹣
鶿,鷀
鶿,鹚
鷀,鶿
鷀,鹚
鸕,鸬
鶬,鸧
鷿,鸊
鷿,䴙
鸊,鷿
鸊,䴙
鶹,鹠
鷖,鹥
鷫,鹔
鷚,鹨
鷰,燕
鷰,䴏
鷰,㷼
䴏,燕
䴏,鷰
䴏,㷼
鷴,鷳
鷴,鷼
鷴,鹇
鷳,鷴
鷳,鷼
鷳,鹇
鷥,鸶
鷩,䨆
䴉,䴋
䴉,鹮
䴋,䴉
䴋,鹮
鸃,䴊
䴊,鸃
鸇,鹯
鴼,鷺
鴼,鹭
䴌,鸏
䴌,鹲
鸏,䴌
鸏,鹲
鸓,䴎
鸝,鹂
鹺,鹾
醎,鹹
麏,麇
麏,麕
麖,麠
麠,麖
䴡,麗
䴡,婯
䴡,丽
麄,麁
麄,麤
麬,麩
麬,麸
麬,䴸
䴸,麩
䴸,麸
䴸,麬
麯,麴
麯,麹
麯,粬
麳,𪎌
麷,䵄
䵄,麷
麽,麼
麽,嚒
麽,庅
麽,尛
靣,面
鞃,䩑
鞵,鞋
鞌,鞍
鞖,䪎
䪎,鞖
鞓,䩠
䩠,鞓
鞲,韝
韝,鞲
鞹,鞟
鞟,鞹
鞺,鼞
鼞,鞺
鞽,鞒
韄,䪝
䪝,韄
韤,韈
韉,鞯
韊,䪍
䪍,韊
韌,韧
韍,韨
韔,䩨
䩨,韔
韙,䪘
韙,韪
韗,䩵
韘,弽
弽,韘
韞,鞰
韞,韫
鞱,韜
鞱,韬
韠,鞸
鞸,韠
韣,䪅
韱,韯
韯,韱
响,響
响,響
頇,顸
頎,颀
頊,顼
頦,颏
頟,額
頟,额
頜,颌
頮,颒
頹,頽
頹,颓
頹,頺
頺,頽
頺,頹
頺,颓
頲,颋
頳,赬
頳,䞓
頳,緽
頳,赪
赬,頳
赬,䞓
赬,緽
赬,赪
䫉,貌
䫉,皃
䫉,㒵
頥,頤
頥,顊
頥,颐
顊,頤
顊,頥
顊,颐
顒,颙
顓,颛
顖,囟
顖,䪿
囟,顖
囟,䪿
䪿,囟
䪿,顖
顙,䫙
顙,颡
䫙,顙
䫙,颡
傎,顛
傎,顚
傎,㒹
傎,颠
顢,颟
顥,颢
顬,䫱
顬,颥
髗,顱
髗,颅
凬,風
凬,凮
凬,飌
凬,风
凬,凨
凮,風
凮,凬
凮,飌
凮,风
凮,凨
飌,風
飌,凬
飌,凮
飌,风
飌,凨
䬃,颯
䬃,飒
颭,飐
颮,飑
颸,飔
颺,䬗
颺,飏
颼,䬒
颼,飕
䬒,颼
䬒,飕
颿,䬚
颻,䬙
颻,飖
䬙,颻
䬙,飖
飇,飆
飇,飙
飇,飈
飇,飚
飇,飊
飈,飚
飈,飆
飈,飙
飈,飇
飈,飊
飅,飀
飅,飗
飀,飅
飀,飗
飣,饤
飧,飱
飱,飧
飥,饦
㱃,飲
㱃,飮
㱃,淾
㱃,饮
飪,餁
飪,饪
飪,㶵
餁,飪
餁,饪
餁,㶵
飰,飯
飰,飯
飰,饭
飤,飼
飤,飼
飤,饲
餈,䭣
䭣,餈
养,養
养,羪
湌,餐
湌,飡
飡,餐
飡,湌
餕,馂
餖,饾
餑,饽
餜,馃
餛,馄
䬻,餞
䬻,饯
餳,饧
餼,饩
餺,䬪
餺,馎
饁,馌
饈,馐
饊,馓
饊,糤
饜,餍
饞,馋
聝,馘
釔,钇
釓,钆
釚,䤛
釗,钊
釙,钋
釕,钌
釬,銲
銲,釬
釰,剣
釰,劍
釰,劎
釰,劔
釰,劒
釰,剱
釰,釼
釰,𠝏
釰,剑
釤,钐
釹,钕
釱,鉪
釷,钍
釩,钒
鈥,钬
鈣,钙
鈐,钤
鈧,钪
鈒,钑
鈦,钛
鈄,钭
鈀,钯
鈈,钚
鈁,钫
鈳,钶
鈺,钰
鉀,钾
鈰,铈
鉥,錰
錰,鉥
鉎,鍟
鍟,鉎
鉭,钽
鈾,铀
鈮,铌
鉕,钷
鉑,铂
盋,𥁊
缽,鉢
缽,钵
鈸,钹
鈹,铍
鉍,铋
鉬,钼
銨,铵
銥,铱
銦,铟
鉻,铬
㘅,銜
㘅,啣
㘅,衘
㘅,衔
衘,銜
衘,啣
衘,㘅
衘,衔
銎,𨥲
鉶,铏
銒,鈃
銒,钘
鈃,銒
鈃,钘
鉸,铰
鉿,铪
鉺,铒
銣,铷
銫,铯
銍,铚
銩,铥
銪,铕
銠,铑
銳,鋭
銳,锐
鋨,锇
銽,銛
銽,铦
鋙,铻
鋦,锔
鋯,锆
銼,锉
鋅,锌
鋟,锓
鋮,铖
鋌,铤
銻,锑
鋥,锃
鋱,铽
鋇,钡
鏠,鋒
鏠,锋
鏠,鎽
釯,鋩
釯,铓
鋣,鎁
鋣,铘
鎁,鋣
鎁,铘
鋰,锂
鋁,铝
鋝,锊
鋃,锒
錒,锕
錁,锞
錡,锜
錤,䥓
䥓,錤
錈,锩
錕,锟
錩,锠
錟,锬
鍀,锝
錇,锫
錇,鉳
錳,锰
鍆,钔
錸,铼
鎄,锿
鎄,鑀
鍈,锳
鍇,锴
鍰,锾
鍥,锲
鍘,铡
鍿,錙
鍿,锱
鍫,鍬
鍫,锹
鍶,锶
鍺,锗
鍩,锘
鎂,镁
鎇,镅
鍑,鍢
鍢,鍑
鍪,䥐
鍚,钖
鎢,钨
鎣,蓥
鎵,镓
鎳,镍
鎻,鎖
鎻,鏁
鎻,锁
鏁,鎖
鏁,鎻
鏁,锁
鎡,镃
鎪,䤹
鎪,锼
䤹,鎪
䤹,锼
鎒,鐞
鎿,镎
鎿,錼
鎛,镈
鎊,镑
鎦,鐂
鎦,镏
鐂,鎦
鐂,镏
鎘,镉
鐮,鎌
鐮,镰
鐮,䥥
䥝,鏖
鏹,镪
鎩,铩
鏟,𨩱
鏟,铲
鏇,镟
鏓,鍯
鍯,鏓
鏜,镗
鏌,镆
鏢,镖
鏞,銿
鏞,镛
銿,鏞
銿,镛
鏍,镙
鏵,铧
鐦,锎
鐗,鐧
鐗,锏
鐧,鐗
鐧,锏
鏸,𨫍
鐝,镢
鐜,鐓
鐜,镦
鏺,䥽
鐨,镄
鐠,镨
鏷,镤
鐒,铹
鐿,镱
鎸,鐫
鎸,镌
鐲,镯
錽,鑁
鐳,镭
鑊,镬
鑌,镔
鍳,鑑
鍳,鑒
鍳,鑬
鍳,鉴
鑕,锧
鑣,䮽
鑣,镳
䮽,鑣
䮽,镳
鑥,镥
鑱,䤫
鑱,镵
鑲,镶
鑮,䥬
鑭,钄
鑭,镧
钄,鑭
钄,镧
鑹,镩
钂,镋
镸,長
镸,兏
镸,长
镸,仧
兏,長
兏,镸
兏,长
兏,仧
閈,闬
閒,間
閒,间
閎,闳
閌,闶
閡,阂
闗,関
闗,關
閩,闽
閱,閲
閱,阅
閫,阃
閬,阆
閆,閻
閆,阎
閆,闫
剦,閹
剦,阉
閽,阍
閶,阊
閿,閺
閿,阌
閺,閿
閺,阌
闈,闱
閴,闃
閴,阒
闋,阕
闓,闿
闐,阗
鬭,闘
鬭,鬪
鬭,鬬
鬭,鬦
鬭,閗
鬦,闘
鬦,鬪
鬦,鬭
鬦,鬬
鬦,閗
閗,闘
閗,鬪
閗,鬭
閗,鬬
閗,鬦
闒,阘
闠,阓
闞,阚
闤,阛
阱,㘫
阱,汬
㘫,阱
㘫,汬
阸,阨
阼,䟭
陘,陉
夅,降
阩,陞
徏,陟
侌,陰
侌,阴
侌,阥
侌,隂
阴,陰
阴,侌
阴,阥
阴,隂
阥,陰
阥,侌
阥,阴
阥,隂
隂,陰
隂,侌
隂,阴
隂,阥
陴,隦
隦,陴
陻,䧣
堦,階
堦,阶
隉,陧
隄,䧑
䧑,隄
阳,陽
阳,𬯆
阳,阦
阳,霷
阦,陽
阦,𬯆
阦,阳
阦,霷
隟,隙
䧢,𨸟
隤,䣒
厸,隣
厸,鄰
厸,邻
隯,陦
隺,寉
僱,雇
雧,集
雧,𠍱
雧,雦
䧺,雄
隽,雋
鴙,雉
雝,雍
䳄,雌
雔,㘜
巂,雟
巂,嶲
雟,巂
雟,嶲
嶲,巂
嶲,雟
䨮,雪
雱,霶
霶,雱
靁,雷
靁,壨
靁,䨓
䨩,霊
䨩,靈
䨩,霛
䨩,㚑
䨩,灵
霛,霊
霛,靈
霛,䨩
霛,㚑
霛,灵
㚑,霊
㚑,靈
㚑,䨩
㚑,霛
㚑,灵
灵,霊
灵,靈
灵,䨩
灵,霛
灵,㚑
霒,霠
霠,霒
䬠,霏
霢,霡
霢,䨫
霡,霢
霡,䨫
霚,霧
霚,雾
靊,霻
霻,靊
靚,靓
卧,臥
覍,㝸
䂓,規
䂓,规
䂓,槼
䂓,椝
槼,椝
槼,規
槼,规
槼,䂓
眎,视
眎,視
眎,視
覔,覓
覔,觅
覐,覚
覐,觉
覐,覺
覐,斍
覥,觍
覰,覻
覰,覷
覰,䁦
覰,觑
覻,覰
覻,覷
覻,䁦
覻,觑
覵,覸
覸,覵
覷,覰
覷,覻
覷,䁦
覷,觑
觥,觵
觵,觥
觶,觗
觶,觯
觗,觶
觗,觯
觿,觹
觿,觽
觹,觿
觹,觽
觽,觿
觽,觹
訒,讱
訕,讪
訩,詾
訩,讻
詾,訩
詾,讻
訢,䜣
訤,誵
訫,信
訫,孞
訫,㐰
詍,䛖
詎,讵
詘,诎
詗,诇
詀,䛸
呧,詆
呧,诋
詖,诐
詿,诖
誆,诓
詡,诩
訽,詬
訽,诟
詤,謊
詤,谎
謊,詤
謊,谎
訾,訿
訿,訾
詵,诜
䛡,話
䛡,话
誒,诶
說,説
說,说
竩,誼
竩,谊
誾,訚
諉,诿
誯,唱
諗,谂
誶,谇
諑,诼
讇,諂
讇,谄
諼,谖
諝,谞
諶,谌
䛕,諛
䛕,谀
謑,䜁
䜁,謑
謅,诌
謷,謸
謸,謷
䜘,警
譙,谯
譍,噟
譅,䜧
譸,诪
讅,谉
譾,謭
譾,谫
謭,譾
謭,谫
讁,謫
讁,谪
讏,讆
讋,詟
䜛,讒
䜛,谗
䜟,讖
䜟,谶
讕,譋
讕,谰
譋,讕
譋,谰
讞,谳
讜,譡
讜,谠
讟,㾄
豅,𧯇
豉,䜵
豉,䜻
豑,豒
豘,豚
豘,㞘
豣,豜
豣,猏
豜,豣
豜,猏
猏,豣
猏,豜
豭,猳
猳,豭
豲,䝠
䝠,豲
豶,豮
豻,貋
豻,犴
貋,豻
貋,犴
犴,豻
犴,貋
鼦,貂
貈,貉
貈,狢
貃,貊
㒵,貌
㒵,皃
㒵,䫉
貒,猯
貓,猫
貙,䝙
貛,䝔
䝔,貛
䝿,貴
䝿,贵
貺,贶
賅,赅
賕,赇
賖,賒
賖,赊
賒,賖
賒,赊
賡,赓
儨,質
儨,貭
儨,质
賙,赒
賫,賷
賫,赍
賷,賫
賷,赍
賧,赕
賬,账
賔,賓
賔,賓
賔,宾
贒,賢
贒,贤
贒,䝨
賰,䞐
賵,赗
贗,贋
贗,赝
賾,赜
賮,贐
賮,䝲
賮,赆
贛,贑
贛,赣
贑,贛
贑,赣
䞓,頳
䞓,赬
䞓,緽
䞓,赪
趂,趁
趑,趦
趑,䠖
趦,趑
趦,䠖
䠖,趑
䠖,趦
趲,趱
趻,踸
踸,趻
跔,㣘
跈,䟢
䟦,跋
跬,䞨
䞨,跬
跥,跺
踳,蝽
踳,堾
蹏,蹄
蹋,躢
躢,蹋
䠞,蹙
蹻,勪
勪,蹻
蹺,跷
蹷,蹶
蹵,蹴
蹩,䠥
䠥,蹩
躂,跶
䠱,躅
躉,趸
踌,躊
躚,蹮
躚,跹
蹮,躚
蹮,跹
躕,蹰
躕,䟞
蹰,躕
蹰,䟞
